data	hora	H7DC_51_D	H7DC_49_D	H7DC_35_D	H7DC_34_D	H7DC_48_D	H7DC_50_D	H7DC_41_D	H7DC_54_D	H7DC_51_T	H7DC_49_T	H7DC_35_T	H7DC_34_T	H7DC_48_T	H7DC_50_T	H7DC_41_T	H7DC_54_T
2017/08/31	10:51:46	7.01950848791	7.08729553172	6.97118648876	6.93138152332	6.8774103258	6.89253963641	7.02695941593	7.3426845842	23.1222473871	23.0316012463	23.0485050946	23.1265347852	23.1815122552	23.0798768237	23.0410659698	23.1915925317	
2017/08/31	10:51:48	7.01955845282	7.08726256539	6.97105422218	6.9313785975	6.8775054153	6.89248741641	7.02696570933	7.34271719676	23.1222784033	23.0313769751	23.0487818549	23.1264632092	23.1816458636	23.0800199756	23.041361817	23.1917452271	
2017/08/31	10:51:50	7.01950776664	7.08740536428	6.9710698676	6.93157610194	6.87735094876	6.89245015335	7.02702911893	7.34264056303	23.1229225867	23.0315678442	23.0490442999	23.1268091595	23.1821039496	23.0803969421	23.0414023767	23.191957569	
2017/08/31	10:51:51	7.0196690498	7.08724989198	6.97105343055	6.93157943052	6.87753711644	6.89252309473	7.02704419055	7.34268211046	23.1229416736	23.031484339	23.0488176428	23.126379704	23.1818081024	23.0800366766	23.0411447034	23.1915782166	
2017/08/31	10:51:53	7.01972689219	7.08725353698	6.97099074778	6.93148575261	6.87752439608	6.8924820885	7.02706645297	7.3428604734	23.1228271521	23.0316513495	23.0490657727	23.1265872742	23.1823520795	23.0800820081	23.0413308008	23.1918072595	
2017/08/31	10:51:55	7.01967887489	7.08723275734	6.97120346303	6.93136343826	6.87750946435	6.89247881673	7.02704204551	7.34276406265	23.1226338971	23.0316274908	23.0491564355	23.1264822961	23.1819083087	23.0799651007	23.0412663824	23.1916903522	
2017/08/31	10:51:57	7.0196790992	7.08721095418	6.97121883039	6.93158826476	6.87747584598	6.89246505799	7.02711707114	7.34268473623	23.1228629401	23.0313769751	23.0490896313	23.1264942255	23.1816363202	23.0801631274	23.040922818	23.1918597485	
2017/08/31	10:51:59	7.01976442567	7.08722024566	6.97122507053	6.93156180139	6.87756884007	6.89244815276	7.02704941565	7.34275226634	23.1227197882	23.0316012463	23.0487603821	23.1267089532	23.181851048	23.0803372955	23.0410850568	23.1919718842	
2017/08/31	10:52:01	7.01963383126	7.08732117508	6.97120440003	6.93151842048	6.87752114789	6.89261413691	7.02707930014	7.34259365988	23.122934516	23.0317038385	23.0491087183	23.126730426	23.1815361139	23.0801488123	23.0409991656	23.1919766559	
2017/08/31	10:52:02	7.01960442856	7.08723714355	6.97100182779	6.93158494677	6.87727629749	6.89244001481	7.02702646331	7.34271129977	23.1227293317	23.0314580945	23.0489345502	23.1265562579	23.1815050977	23.0799889594	23.0409633777	23.1915615155	
2017/08/31	10:52:04	7.01967816223	7.08726977836	6.97102296483	6.93144103181	6.87735136796	6.89251627123	7.02706873602	7.3426840438	23.1228796411	23.0314533228	23.0490633868	23.1266349915	23.1817150537	23.0800891656	23.0409800787	23.1910580981	
2017/08/31	10:52:06	7.01976076748	7.08727060366	6.97094034073	6.93156444339	6.87743799604	6.89248160192	7.02702790117	7.34266916091	23.1229058856	23.0318088165	23.0489989685	23.1268974365	23.1815671301	23.0800342908	23.0409347473	23.1915543579	
2017/08/31	10:52:08	7.01957384732	7.08727876262	6.97104149924	6.93155304431	6.87741020625	6.89240862985	7.02710038661	7.34285571063	23.1233090967	23.0318231317	23.0490848596	23.1269117517	23.1819703412	23.0800987091	23.0408774866	23.1918955365	
2017/08/31	10:52:10	7.01958328244	7.08715372181	6.97094963149	6.93144597414	6.87732701408	6.89246415298	7.0271364992	7.34269609769	23.1230275647	23.0317563275	23.0485885999	23.1265681873	23.1818128741	23.0798768237	23.0407701227	23.1916450208	
2017/08/31	10:52:12	7.01952505214	7.08725643575	6.9711318253	6.931321988	6.8773367421	6.89247789358	7.02703078417	7.34273413211	23.1231993469	23.0318446045	23.0491182617	23.1268306323	23.1818605914	23.0803062793	23.0410946002	23.1918883789	
2017/08/31	10:52:13	7.01954770895	7.08726777941	6.97105601404	6.93143152401	6.87737512538	6.89246829009	7.02695631134	7.34280638243	23.1227436469	23.0317181537	23.0491230334	23.1264178778	23.18181526	23.0798601227	23.0408154541	23.1916593359	
2017/08/31	10:52:15	0.0	-0.0677128463384	0.0485963512395	0.0881697764384	0.142220172517	0.127065750125	-0.00746543950982	-0.323102567192	0.0	0.0909443737793	0.0737232055664	-0.00376489379883	-0.0585180926514	0.0431483551025	0.0817850408936	-0.0687701513672	
2017/08/31	10:52:17	0.0	-0.0677618636611	0.048560605445	0.0881052096756	0.142228012755	0.127142898646	-0.0074485575836	-0.323147656836	0.0	0.0910350366211	0.0737136621094	-0.00339747070313	-0.0586517010498	0.0427809320068	0.0821643933105	-0.0686079125977	
2017/08/31	10:52:19	0.0	-0.0676492204347	0.048649359679	0.0880787018409	0.14215211222	0.127207352282	-0.00738623626694	-0.323085565764	0.0	0.0913237261963	0.0738472705078	-0.00333543823242	-0.0585586523438	0.0431602844238	0.0819401220703	-0.0684122717285	
2017/08/31	10:52:21	0.0	-0.0678025110896	0.0486214943811	0.0880571910078	0.142217452522	0.127077813076	-0.00738533996724	-0.323178092978	0.0	0.090922901001	0.073673102417	-0.00346904663086	-0.0590095806885	0.042986116333	0.081918649292	-0.0684957769775	
2017/08/31	10:52:23	0.0	-0.0676592979797	0.0485154798025	0.0881312576444	0.142169903883	0.12703131344	-0.00755394985174	-0.32304009694	0.0	0.0914454052734	0.0737756945801	-0.00361219848633	-0.0581888433838	0.0425065576172	0.0813889874268	-0.0689133032227	
2017/08/31	10:52:25	0.0	-0.0676080516641	0.0485929594681	0.0880138936432	0.142166929593	0.127005451923	-0.00741989060309	-0.323155064296	0.0	0.0911185418701	0.0739283898926	-0.00340940002441	-0.0586015979004	0.0428119482422	0.0816729052734	-0.0688942163086	
2017/08/31	10:52:27	0.0	-0.0676998135842	0.0486522668235	0.0880942579213	0.142257815634	0.127079729137	-0.00738426080627	-0.32311155938	0.0	0.0912092047119	0.0736921893311	-0.00342848693848	-0.0587041900635	0.0430576922607	0.0816729052734	-0.0689753356934	
2017/08/31	10:52:29	0.0	-0.0678416670607	0.0486416650759	0.0879720988151	0.142074394677	0.127080512322	-0.00744187492437	-0.323046932391	0.0	0.0911901177979	0.073968949585	-0.00345711730957	-0.0584560601807	0.0429360131836	0.0816943780518	-0.0688727435303	
2017/08/31	10:52:31	0.0	-0.0677977278963	0.0485003902296	0.0878020436198	0.142126655745	0.126962042721	-0.00755047618925	-0.323257695071	0.0	0.0911495581055	0.0740118951416	-0.00362174194336	-0.0584465167236	0.0429551000977	0.0815822424316	-0.0691375744629	
2017/08/31	10:52:33	0.0	-0.0678144831177	0.0486214167337	0.0880384457927	0.142240334927	0.126964311682	-0.00744667895639	-0.323146074317	0.0	0.0913523565674	0.0740500689697	-0.00329487854004	-0.0585920544434	0.0428525079346	0.0814677209473	-0.0690898571777	
2017/08/31	10:52:34	0.0	-0.0675697411877	0.0485991485281	0.0881887352703	0.142221935362	0.127065092186	-0.00731422788701	-0.323264386212	0.0	0.0913428131104	0.0743387585449	-0.00329487854004	-0.0581792999268	0.0429145404053	0.0813866015625	-0.0690254388428	
2017/08/31	10:52:37	7.01956963414	7.08721495101	6.97098366052	6.93153181301	6.87742913729	6.89254072772	7.02708470968	7.34284331148	23.1232232056	23.0318994794	23.0491922235	23.1268974365	23.1817842438	23.0802180023	23.0415503003	23.1920673187	
2017/08/31	10:52:39	7.01955777813	7.08732463304	6.97107397293	6.93149054537	6.87737727282	6.89253790442	7.02704811523	7.34259892519	23.1233902161	23.0315678442	23.0491158759	23.1264703668	23.1816339343	23.0802514044	23.0414095343	23.1923560083	
2017/08/31	10:52:41	0.0	-0.0676946828091	0.0486280169977	0.0880481918891	0.14232694273	0.127124081375	-0.00744635922468	-0.323229291674	0.0	0.0910755963135	0.0737232055664	-0.00318274291992	-0.0586517010498	0.0427809320068	0.0813866015625	-0.0691208734131	
2017/08/31	10:52:43	0.0	-0.0676840500977	0.0487233543732	0.0882207716995	0.142300000339	0.127098282863	-0.00752933655932	-0.323003162754	0.0	0.0909634606934	0.0741216448975	-0.00331635131836	-0.0585180926514	0.0425447314453	0.0815416827393	-0.0688536566162	
2017/08/31	10:52:44	0.0	-0.0677110860268	0.0486168782305	0.088192089209	0.142307090659	0.127170491283	-0.00732546535477	-0.323123403152	0.0	0.0910374224853	0.0741431176758	-0.00336645446777	-0.0586922607422	0.0425161010742	0.081529753418	-0.0694978399658	
2017/08/31	10:52:46	0.0	-0.0677927146514	0.0485553213113	0.0881856731389	0.142157347285	0.127115655395	-0.00749146047338	-0.323170274208	0.0	0.090996862793	0.074052454834	-0.00305867797852	-0.0585276361084	0.042606763916	0.08160371521	-0.0688942163086	
2017/08/31	10:52:48	0.0	-0.0677697443597	0.0487111854486	0.0882510160912	0.142379584221	0.127146355505	-0.00748070914794	-0.323020470492	0.0	0.0910565093994	0.0743793182373	-0.00336645446777	-0.0586397717285	0.0428214916992	0.0813985308838	-0.0692091503906	
2017/08/31	10:52:50	0.0	-0.0678236348859	0.0483765778878	0.088182045716	0.142114809392	0.127149086897	-0.00763326136384	-0.323221593947	0.0	0.0911805743408	0.0741956066895	-0.00313025390625	-0.058487076416	0.0427403723145	0.081622802124	-0.0692091503906	
2017/08/31	10:52:52	0.0	-0.0678439602103	0.048475873814	0.0880864786445	0.14214970042	0.127056582856	-0.00759963485264	-0.323247022698	0.0	0.0902906469727	0.0738663574219	-0.00343803039551	-0.058773380127	0.0421582214355	0.0811313140869	-0.069712567749	
2017/08/31	10:52:54	0.0	-0.0675866165496	0.0486941824202	0.0883034111498	0.142220837939	0.127226683033	-0.0074153500113	-0.323057555925	0.0	0.0906079669189	0.0738973736572	-0.00330442199707	-0.0587018041992	0.0426687963867	0.0811838031006	-0.0693021990967	
2017/08/31	10:52:56	0.0	-0.0676941956409	0.0486820337634	0.0882581230281	0.142367493927	0.127116604985	-0.00741627627003	-0.322951304114	0.0	0.0910469659424	0.0742457098389	-0.00319228637695	-0.05887597229	0.0432103875732	0.0813269549561	-0.0692831121826	
2017/08/31	10:52:58	0.0	-0.0675973545698	0.0485826972845	0.0880750698641	0.142309027868	0.127078268138	-0.00743276176104	-0.323011571835	0.0	0.0908012219238	0.074042911377	-0.00326386230469	-0.0590071948242	0.0428954534912	0.081307868042	-0.069249710083	
