data	hora	D32	D33	D34	D35	D36	D37	D38	D39	T32	T33	T34	T35	T36	T37	T38	T39
2017/09/11	00:00:05	7.03788418774	7.10265144881	6.98491411535	6.94337330356	6.88846509503	6.90311845941	7.03706265836	7.35202057737	23.0314533228	22.913916106	22.9264705237	23.0077449896	23.0895825195	22.9582621649	22.9157389063	23.0715954889	
2017/09/11	00:00:11	7.03777523867	7.10261810227	6.98509207376	6.94331439169	6.88830954286	6.9031336257	7.03714322067	7.35201837017	23.0316036322	22.9140139264	22.9265588007	23.0082317059	23.0892413409	22.9585866425	22.9163997906	23.0718961078	
2017/09/11	00:00:17	7.03789106663	7.10269701596	6.98503437053	6.943419272	6.88852910524	6.90317920764	7.0369693075	7.35187678273	23.031238595	22.91377534	22.9265755017	23.0083390698	23.0896039923	22.9585198383	22.9165071545	23.0719939282	
2017/09/11	00:00:22	7.03781785523	7.10265307931	6.98504204832	6.94353029776	6.88860729755	6.90321698152	7.03704107939	7.35188139713	23.0321595386	22.9141928662	22.9262462524	23.008195918	23.0896827258	22.9593047876	22.9167600562	23.0722277429	
2017/09/11	00:00:28	7.03779415346	7.10270064631	6.98491293157	6.94341736782	6.88837637214	6.90316713704	7.03708628111	7.35188041447	23.0319400391	22.9141594641	22.9262844263	23.00847745	23.089873595	22.959140163	22.9168817352	23.0722539874	
2017/09/11	00:00:34	7.03790719694	7.10244096066	6.98497910147	6.94327358701	6.88854253486	6.90310446258	7.03716572809	7.35194163851	23.0323241632	22.9142548987	22.9265540289	23.0083104395	23.0895944489	22.9594813416	22.9166192902	23.0727812634	
2017/09/11	00:00:40	7.03776708708	7.10238325299	6.98486977599	6.94334527161	6.88853570221	6.90296808176	7.03714038894	7.3517242048	23.0318994794	22.9142000238	22.9264681378	23.0083748578	23.0900596924	22.9593429614	22.916991485	23.0731964038	
2017/09/11	00:00:46	7.0377137178	7.10246012963	6.98489189866	6.94338749112	6.88839426152	6.90314176506	7.03699208531	7.35188876418	23.0317634851	22.913880318	22.9266804797	23.0079239294	23.0896898834	22.9596483521	22.9169175232	23.0730103064	
2017/09/11	00:00:52	7.03776598056	7.10252420631	6.98505831704	6.94349745577	6.88854652782	6.90310266451	7.03701189888	7.35178398207	23.032064104	22.9140878882	22.9266852515	23.0080599237	23.0896206934	22.9597414008	22.9170320447	23.0733467133	
2017/09/11	00:00:58	7.03781388149	7.10263597305	6.98492171541	6.94359934486	6.88862878532	6.90299058288	7.03702766793	7.35177414268	23.0320426312	22.9138111279	22.9268451044	23.0082722656	23.0900573065	22.9595576892	22.917237229	23.0733586426	
2017/09/11	00:01:04	7.03794314306	7.10269018037	6.98487208587	6.94344693079	6.88865969525	6.90299103381	7.03706485699	7.35185745415	23.0327202167	22.9145889197	22.9272984186	23.0085108521	23.0901026379	22.9597246997	22.9173016473	23.0734946368	
2017/09/11	00:01:09	7.03792112418	7.10258420026	6.9848174044	6.94337334782	6.88847684902	6.9030412537	7.03704879301	7.35183131098	23.0321022778	22.9144123657	22.92663992	23.0084464337	23.0899236981	22.9595982489	22.9173374353	23.0730413226	
2017/09/11	00:01:15	7.037983882	7.10272517556	6.98482741063	6.94360391523	6.88853367857	6.90306409437	7.03710994516	7.35200024245	23.03188755	22.9147702454	22.9270813049	23.0085585693	23.0899356274	22.9595481458	22.9177191736	23.073368186	
2017/09/11	00:01:21	7.03778211493	7.10255022105	6.98484344251	6.94329374933	6.88871104786	6.90318840147	7.03713063085	7.35186377745	23.0326247821	22.9149563428	22.927520304	23.0090977747	23.0905559521	22.9594717981	22.9179792328	23.0737666254	
2017/09/11	00:01:27	7.03786602227	7.10263364424	6.98468662554	6.94336673803	6.88847706454	6.90312314801	7.03716077603	7.35182473611	23.0325436627	22.9149372559	22.9271123212	23.0087446667	23.0899976599	22.9594765698	22.9177406464	23.0734827075	
2017/09/11	00:01:33	7.03774818839	7.10278498409	6.98476447364	6.94352679291	6.88864066167	6.90305946916	7.03703745978	7.35192739923	23.032152381	22.9146032349	22.9272817175	23.0089450793	23.0901074097	22.9597485583	22.9176833856	23.0735829138	
2017/09/11	00:01:39	7.03778678877	7.10262910433	6.98484533263	6.94354698024	6.88849175641	6.90311907633	7.03707431673	7.35188082053	23.0323694946	22.9151185815	22.9270383594	23.0088854327	23.0902744202	22.9599346558	22.918046037	23.0736759625	
2017/09/11	00:01:45	7.03786486813	7.10273442082	6.98492060814	6.94338851352	6.88845550917	6.90313014312	7.03716215355	7.35185088131	23.0323003046	22.9149587286	22.9274916736	23.0090619867	23.0900286761	22.959631651	22.9182011182	23.073842973	
2017/09/11	00:01:51	7.03783094466	7.10270162224	6.98486442703	6.94343699412	6.8885428874	6.90304566586	7.03709525917	7.3519150841	23.0326009235	22.9150040601	22.927537005	23.0093649915	23.0902386322	22.9599728296	22.9181844171	23.0737045929	
2017/09/11	00:01:56	7.03770651929	7.10271913237	6.98481540874	6.94330610955	6.8884549135	6.90301506976	7.03702836432	7.35172089913	23.0322764459	22.9152832062	22.9279306726	23.0091932092	23.0902123877	22.9597223138	22.9181987323	23.0738501306	
2017/09/11	00:02:02	7.03778370009	7.10263007356	6.98489127924	6.9433724999	6.88872119019	6.90318951508	7.03717611245	7.35190978477	23.0326462549	22.9155885968	22.928011792	23.0096035779	23.0904581317	22.9605907684	22.9189144916	23.0740338422	
