data	hora	H7DC_51_D	H7DC_49_D	H7DC_35_D	H7DC_34_D	H7DC_48_D	H7DC_50_D	H7DC_41_D	H7DC_54_D	H7DC_51_T	H7DC_49_T	H7DC_35_T	H7DC_34_T	H7DC_48_T	H7DC_50_T	H7DC_41_T	H7DC_54_T
2018/08/27	14:21:49	4.98920042182861	4.9894993030922725	4.988937519895198	4.988885625559604	4.989423918774935	4.989054544528364	8.69154460145172	6.6354114853993105	-0.6843311407995224	-0.6846788432359696	-0.6847606709241867	-0.6850470305538178	-0.6840141004467011	-0.6849856504678726	23.1605094921875	22.782550419921876	
2018/08/27	14:21:50	4.989238089236928	4.9895009044257055	4.988954770948245	4.988917972394445	4.989511199158232	4.989099629742892	8.692560591857452	6.63584292305527	-0.6835112981939315	-0.6836442542076111	-0.684043103609085	-0.684155593380928	-0.6833988084220887	-0.6841965072250367	23.16163562011719	22.782922614746095	
2018/08/27	14:21:51	4.989419725980377	4.989706587309635	4.989155136866492	4.98909183523821	4.98965340514974	4.989297577064885	8.693554973048117	6.636144130158474	-0.6834880546569824	-0.6835903299474717	-0.6838664564561845	-0.6841323498439789	-0.6833857980060578	-0.6840300931930543	23.16168810913086	22.782781848754883	
2018/08/27	14:21:52	4.989254373640021	4.98948317362566	4.988957571138419	4.988901046493152	4.989491093915454	4.989083079845375	8.692446957687073	6.635885578863538	-0.6834784739208222	-0.6833966648721695	-0.6837034721040727	-0.6838466425991059	-0.6833762172698975	-0.6839898130941391	23.16287626953125	22.783459434204104	
2018/08/27	14:21:53	4.989267862876686	4.989517404695849	4.988976573827034	4.988940193196187	4.989517649402842	4.989115084426137	8.692565858206823	6.635950505163884	-0.6837354948759079	-0.6839400268173218	-0.684042302107811	-0.6842775147724152	-0.6834900490903855	-0.6844922798347474	23.1636540612793	22.784163264160156	
2018/08/27	14:21:54	4.989222922971358	4.989503320152692	4.988963445773076	4.988902950217361	4.989493841296022	4.989102179990122	8.692533770953752	6.636074092052061	-0.6839214245319367	-0.6840236998224258	-0.6844225492238999	-0.6843100594520569	-0.6837782540369034	-0.68461686668396	23.164004783325197	22.78404158508301	
2018/08/27	14:21:55	4.989266733141201	4.989503238998548	4.988966730118951	4.988933237100066	4.989502149711115	4.989105624944981	8.691766645025835	6.635948692399041	-0.6837148608779908	-0.6840727964353561	-0.6839091596984863	-0.6843898367881776	-0.683530776538849	-0.6844716458368302	23.164324489135744	22.7843135736084	
2018/08/27	14:21:56	4.989234746770174	4.989501585884388	4.988945829220765	4.988891754926837	4.9895030199649	4.989093931098406	8.69249102014032	6.636056146130995	-0.6840539145565033	-0.6841459567260743	-0.6844732115602494	-0.6847288904666902	-0.6840539145565033	-0.6846572958993912	23.164844607543948	22.784964914550784	
2018/08/27	14:21:57	4.989442858653462	4.989714318274791	4.989124897946132	4.989101938365905	4.989646697817783	4.989310208532645	8.692151497517306	6.635973593953824	-0.6834403000926972	-0.6832868964767456	-0.6837471073246002	-0.68391074406147	-0.6831232597398758	-0.6839516392660141	23.165314622802736	22.786262824707034	
2018/08/27	14:21:58	4.989238210717289	4.989497700266609	4.988943422900724	4.988874298929414	4.989460023571377	4.989072482496563	8.691068533171688	6.635636153825132	-0.6835918956708908	-0.683980530591011	-0.6841237010860444	-0.6842464239788055	-0.6837044040822984	-0.6842157432556153	23.165674888305666	22.78695233947754	
2018/08/27	14:21:59	4.989241534447528	4.989536370021436	4.988975990132366	4.98893843240602	4.989464422358389	4.989105160757958	8.692011416192107	6.635795528886535	-0.6833462262105943	-0.683714394888878	-0.6838882461071014	-0.6840825635671616	-0.6834689491033554	-0.6840314166021347	23.16605424072266	22.787894755859377	
2018/08/27	14:22:00	4.989243878013584	4.98949292802286	4.988934335697545	4.988927079354918	4.989469921480688	4.989096626841994	8.692034717382688	6.635980110109656	-0.6834279793405533	-0.6838063811397552	-0.6839086564302445	-0.6841234214925767	-0.6832438950014115	-0.6842870395898819	23.166416892089845	22.78841248840332	
2018/08/27	14:22:01	4.989230935290931	4.989501639421459	4.988932257391886	4.988922172607611	4.989471373710386	4.989084340764213	8.691849677726411	6.6358583512153055	-0.6832251808786393	-0.6838592429447174	-0.6838490098237991	-0.6841558170557023	-0.6833069899272919	-0.6839717327165604	23.16724001525879	22.789669838867187	
2018/08/27	14:22:01	4.989177335149148	4.98946245063823	4.9888581318421386	4.988855101954854	4.989458235721701	4.98901052157535	8.691992997250662	6.635786707119055	-0.6836656337881089	-0.6836349530649186	-0.6841156115150452	-0.6843610573005676	-0.6837167621135711	-0.6842894813728333	23.167235243530275	22.790271076660158	
2018/08/27	14:22:02	4.989389786205677	4.989657270706193	4.989091726783707	4.989073526153766	4.989633860126735	4.989212044181249	8.691905411089529	6.635737705605242	-0.6818252936649323	-0.6820605063295364	-0.6825105026960373	-0.6825411834192276	-0.6817230183744432	-0.6825616310214997	23.167688557739258	22.790917645874025	
2018/08/27	14:22:03	4.9892988943739205	4.9895886526687185	4.989011902663951	4.988984427670873	4.989560651924356	4.989164943796942	8.692005345949694	6.635847084349034	-0.682723366522789	-0.6831119828033447	-0.6833574285888673	-0.6834392376375198	-0.682631324353218	-0.6835005990839005	23.16807983947754	22.791495025024414	
2018/08/27	14:22:04	4.989174711574556	4.9894762606668746	4.988909301433673	4.988867560089016	4.989427515854217	4.98905968270628	8.69181177643791	6.635804029699734	-0.6829177212619781	-0.6834495266771317	-0.6835518019676209	-0.6837563339090347	-0.682968868227005	-0.6837767815113067	23.16848305053711	22.792081947631836	
2018/08/27	14:22:05	4.989121857576638	4.989412431115738	4.988863846871886	4.988845572881474	4.9893990079113335	4.989030162630438	8.691688987417173	6.635796633534628	-0.6832463181447983	-0.6836247199440002	-0.6836349530649186	-0.6840031217432022	-0.6831133621311187	-0.6839315271759033	23.169055657958985	22.79263308227539	
2018/08/27	14:22:06	4.989196875613934	4.989426997090813	4.988918436758688	4.9888898613989054	4.989456839202758	4.989061843706966	8.6918260486288	6.635757243525411	-0.6830397544908524	-0.6833772424459458	-0.683499965338707	-0.6835817743873596	-0.6830499876117706	-0.6835101984596252	23.169201195678713	22.79352778137207	
2018/08/27	14:22:07	4.9891598211567745	4.989436731643917	4.9888630208277975	4.988870770584584	4.989396565591897	4.9890281954193005	8.691868292383536	6.635687629066996	-0.6828453811120987	-0.6831726545858383	-0.6831419738626481	-0.6834896762990952	-0.6827635720634461	-0.6837249076032639	23.169914569091798	22.794300801391604	
2018/08/27	14:22:08	4.98928432699695	4.989557646164489	4.9889717667752125	4.988964230897373	4.9895224083774545	4.9891308210674525	8.691773055955645	6.635693482788715	-0.6823565771722794	-0.682816788020134	-0.6828372356224061	-0.6832769988679885	-0.6820293036985398	-0.6828883825874329	23.17026290527344	22.794167192993164	
2018/08/27	14:22:09	4.98915907759933	4.989410719926501	4.988843399034413	4.988833021185248	4.9893683263125075	4.988999840101615	8.691592464536857	6.635880941712615	-0.6831548724412919	-0.6834003182268142	-0.6837378061819077	-0.683655997133255	-0.6829401073789596	-0.6835537218427659	23.17094764831543	22.79482807739258	
2018/08/27	14:22:10	4.989153130084531	4.989415924497946	4.988839795189505	4.988810596757275	4.9894059916707185	4.989020018058452	8.692005212046114	6.635909062006418	-0.6828999950361252	-0.683370439004898	-0.6835647564649583	-0.6837897360086441	-0.6829715896034241	-0.6836465655136108	23.171403348388672	22.795510434570314	
2018/08/27	14:22:11	4.989142604680943	4.9894239312468125	4.9888594566383	4.988827680986785	4.98940230768412	4.989008277782776	8.691828518913828	6.635709342377387	-0.6826217808961869	-0.6830308634185791	-0.6832763092041017	-0.6833479037714005	-0.6825604194498063	-0.6833172230482102	23.17184234741211	22.795694146118166	
