data	hora	H7DC_40_D	H7DC_59_D	H7DC_47_D	H7DC_46_D	H7DC_39_D	H7DC_52_D	H7DC_33_D	H7DC_57_D	H7DC_40_T	H7DC_59_T	H7DC_47_T	H7DC_46_T	H7DC_39_T	H7DC_52_T	H7DC_33_T	H7DC_57_T
2017/09/04	00:00:34	7.47792742493	7.43488181698	7.47871097808	7.36953847326	7.43157047623	7.4088095865	7.38588995008	7.42346176928	27.9829734113	28.5089801324	28.0796963483	28.1311904565	27.8782960028	27.9520120508	27.8435697485	28.046217901	
2017/09/04	00:01:36	7.47796844849	7.43496159728	7.47910511417	7.36998550908	7.43190092091	7.40895532911	7.38613031711	7.42397101341	27.9820739404	28.5073744458	28.0775466846	28.1295752264	27.8757288129	27.9487887482	27.8398072406	28.0425961591	
2017/09/04	00:02:38	7.47806802267	7.43477821615	7.47871957731	7.36966942792	7.43162579262	7.40885982211	7.38604004327	7.42347460222	27.9814249854	28.5060741498	28.0751632062	28.1278240021	27.8731186774	27.9463527808	27.8359779285	28.033615766	
2017/09/04	00:03:39	7.47800936142	7.43489547315	7.47917669066	7.3697944519	7.43192878627	7.40897825015	7.38627972448	7.42386705071	27.9803227161	28.5034353839	28.0740895673	28.1263209076	27.8711336383	27.9440217914	27.8345893555	28.030855321	
2017/09/04	00:04:41	7.47799348178	7.43496653664	7.47912522703	7.36997634631	7.43208662225	7.40892577779	7.38621107255	7.42403497242	27.9796809186	28.5018320831	28.0733356342	28.1246364874	27.8694730768	27.9415214056	27.8327116803	28.0256255066	
2017/09/04	00:05:43	7.4777801582	7.43475810972	7.47863158939	7.3698469416	7.43176945084	7.40898506709	7.38608406896	7.42391595228	27.9800626569	28.5001572064	28.0722643811	28.1225941876	27.8682682153	27.9398560724	27.8305787177	28.0260979077	
2017/09/04	00:06:44	7.47777019256	7.43462203819	7.47842295458	7.36971925684	7.4317672316	7.40892908419	7.38592027044	7.42376652362	27.9779201508	28.4990119916	28.0699906525	28.1210887073	27.8662163721	27.9370789264	27.8297532086	28.0288034778	
2017/09/04	00:07:46	7.47850181172	7.43532990705	7.47935351165	7.37038637912	7.43227629771	7.40957739189	7.38681481315	7.4244182321	27.9757299274	28.4980099286	28.0690887958	28.1185883215	27.8641812299	27.9342349762	27.8268591553	28.0246902478	
2017/09/04	00:08:47	7.47847860406	7.43597451513	7.47967205118	7.37086231953	7.43241626248	7.4098715351	7.38687800485	7.42457750864	27.9742220612	28.4948677454	28.0664357147	28.1163766254	27.8619170447	27.9327175665	27.8246259863	28.0234472125	
2017/09/04	00:09:49	7.47867993636	7.43566046547	7.47946611769	7.37041897137	7.43229643348	7.40947155908	7.38679584087	7.4245395822	27.972115343	28.4932668304	28.0651879077	28.1149045471	27.8608935089	27.9311428961	27.8227936426	28.0217818793	
2017/09/04	00:10:51	7.47856440108	7.43562266826	7.47956920863	7.37056598724	7.43231323399	7.40967268012	7.38662615825	7.42417972166	27.9697461798	28.4907211133	28.0645556537	28.1122681671	27.8573982178	27.9279124359	27.8195965845	28.0176018451	
2017/09/04	00:11:52	7.47824915294	7.43540630786	7.47967361315	7.37091841991	7.43240846423	7.40979940157	7.38684771861	7.42443795271	27.9665777521	28.489530567	28.0620838983	28.1099300201	27.8555086133	27.9265238629	27.817602002	28.0145670258	
2017/09/04	00:12:54	7.47802167517	7.43517919581	7.4795982223	7.37060305715	7.43228393798	7.40964849557	7.38661347259	7.42431761407	27.9668855286	28.4881276788	28.0597242786	28.107875791	27.852700451	27.9247487799	27.8154690393	28.0139347717	
2017/09/04	00:13:56	7.47820385048	7.43524895092	7.47951306635	7.37070784568	7.43231209045	7.40974209109	7.38691658825	7.42424193778	27.9657689441	28.4865100629	28.0584740857	28.1064299573	27.8510184167	27.9215445642	27.8125606708	28.0073259277	
2017/09/04	00:14:57	7.47828429245	7.43501716403	7.47920366677	7.37037682771	7.43221164461	7.40933035258	7.38672812651	7.42432443378	27.963872182	28.4841385138	28.0547449799	28.1044186737	27.8487947913	27.9191849445	27.8098861169	28.0068081952	
2017/09/04	00:15:59	7.4779477826	7.43512278346	7.47915956741	7.37020098194	7.43202818648	7.40904871214	7.38651669351	7.42390234508	27.9627913855	28.4802925006	28.0540960248	28.1011214093	27.8460271887	27.9166129828	27.8050857581	28.0017716357	
2017/09/04	00:17:00	7.47757059555	7.43464910151	7.47882731519	7.3695947598	7.43175189082	7.4089941188	7.38609461933	7.42370079008	27.9604580103	28.4766779163	28.0511876563	28.097611803	27.8428539893	27.9141865588	27.8027714697	27.9992330762	
2017/09/04	00:18:02	7.47793638178	7.43489359647	7.47917854479	7.37031048198	7.43200684197	7.4090178982	7.38642085493	7.42396792978	27.9585827209	28.4748980615	28.0493529266	28.0956339215	27.8389936609	27.9123017261	27.8005478442	27.9979399377	
2017/09/04	00:19:04	7.47813020993	7.43517034913	7.47916898375	7.37009074499	7.43183274133	7.40904073453	7.38653467093	7.42410621175	27.9574995386	28.473905542	28.0474108331	28.0942334192	27.8364193134	27.9103405457	27.7975535846	27.9924095044	
2017/09/04	00:20:05	7.47796432007	7.43521967557	7.4792483953	7.37038981328	7.43204146176	7.40937996271	7.38653935091	7.42421060651	27.9581818958	28.4734498419	28.0458337769	28.0922984833	27.8349949524	27.9085463757	27.7948408569	27.9901357758	
2017/09/04	00:21:07	7.47809904988	7.43518118481	7.47929706973	7.37051282716	7.43212305284	7.40951992705	7.38660842614	7.42404196498	27.9582916455	28.4717534924	28.0443068237	28.0910077307	27.8346442303	27.9075419269	27.793292431	27.9829137646	
2017/09/04	00:22:09	7.4778230033	7.43501194563	7.47931830142	7.37054356346	7.43208738561	7.40971186074	7.38677097129	7.42440259409	27.9573110553	28.4702981152	28.0417611066	28.088788877	27.8334703851	27.9048435144	27.7892054456	27.9813701105	
2017/09/04	00:23:10	7.47811308458	7.4352903502	7.47926750684	7.37054191946	7.43217330707	7.40971690973	7.38674431688	7.42429730891	27.9562899054	28.4673062415	28.0385115594	28.0843440118	27.8309556842	27.9019303741	27.7873444714	27.9831428076	
2017/09/04	00:24:12	7.47807364831	7.43532910922	7.47951734719	7.37066260443	7.43225635341	7.40964173557	7.38674827649	7.42454718165	27.9527254242	28.4648082416	28.0367293188	28.0814141705	27.8278230444	27.8993178528	27.7863161639	27.9811339099	
2017/09/04	00:25:13	7.47839953244	7.43564692386	7.47943451514	7.37076932723	7.43250879507	7.40980601795	7.38706232793	7.42475442273	27.9491704865	28.463360022	28.0344317316	28.0799969672	27.8255039844	27.8966122827	27.7850731287	27.9808595355	
2017/09/04	00:26:15	7.47842653119	7.43588060153	7.47982435406	7.37084373321	7.43241834665	7.40993940899	7.38704785692	7.42468036133	27.948387923	28.4620096228	28.0324514642	28.0781288354	27.822698208	27.89286409	27.7832264697	27.9779702539	
2017/09/04	00:27:17	7.47828857103	7.43562189139	7.47965224225	7.37073382005	7.43247804356	7.40991737988	7.38683603181	7.42450488277	27.9466557855	28.4588626678	28.0316617432	28.0757429712	27.8206177344	27.8888606097	27.7798361566	27.9720151367	
2017/09/04	00:28:18	7.47832464974	7.43540145257	7.47948046022	7.37069267397	7.43265484022	7.40993775028	7.38712870489	7.42458988901	27.9472856537	28.4585143317	28.0306024194	28.0750295978	27.8204173218	27.8872930969	27.7784523553	27.9668664417	
2017/09/04	00:29:20	7.47831812201	7.43515967694	7.47940472326	7.37069080842	7.43266185079	7.40986935756	7.38709223878	7.42469522387	27.9487982916	28.4595831989	28.0297029486	28.0746025281	27.8203576752	27.8872930969	27.7771138855	27.9633711505	
2017/09/04	00:30:22	7.47824045497	7.43540962345	7.47940824197	7.37055655245	7.43279160908	7.40985236587	7.38707144471	7.42470058852	27.9490845953	28.4570040796	28.0276153174	28.0731495367	27.8187496027	27.8863506805	27.775119303	27.9620183655	
2017/09/04	00:31:23	7.47851023	7.43556285322	7.47965337519	7.37089569903	7.43305987528	7.41025770603	7.38737099144	7.42514276977	27.946102265	28.4532916748	28.0265464502	28.071281405	27.8164544012	27.885148205	27.7715643652	27.9603864343	
2017/09/04	00:32:25	7.47844350362	7.4356410819	7.47950575851	7.3707486952	7.43297991661	7.4099705631	7.38714582932	7.42502018106	27.9421154858	28.4518935583	28.0245518677	28.068716601	27.8140923956	27.8840149194	27.769388457	27.9645903271	
2017/09/04	00:33:26	7.47807996187	7.43558846209	7.47941526793	7.37035296885	7.43239246458	7.40981150905	7.38700821132	7.42481874971	27.9412780475	28.4484507562	28.0213023206	28.0667029315	27.8128660614	27.882757569	27.7688635669	27.9615030188	
2017/09/04	00:34:28	7.47798641439	7.43525487907	7.47919244852	7.37023682281	7.43209535618	7.40966810606	7.38694985542	7.42481104452	27.9409726569	28.4463058643	28.018973717	28.0647107349	27.8111196088	27.8802118518	27.7656665088	27.9571178003	
2017/09/04	00:35:30	7.47822342293	7.43550233686	7.47955129269	7.37050420388	7.4329477823	7.40996680384	7.38724696619	7.42488718735	27.9357285272	28.4428368176	28.0179811975	28.0608981238	27.8065220483	27.8767905225	27.7622046198	27.9536034222	
2017/09/04	00:36:31	7.47825446357	7.43553729767	7.47961114111	7.37058895304	7.43284668071	7.4098361411	7.38697801037	7.42482517944	27.9339796887	28.4422355798	28.0158744794	28.0575316693	27.8023563293	27.8737103717	27.75907198	27.9525679572	
2017/09/04	00:37:33	7.4782718783	7.43569090088	7.47960092489	7.37057933071	7.43283300126	7.40999875999	7.38721805483	7.42486753974	27.9330802179	28.4404366382	28.0144954498	28.0550599139	27.8006194202	27.8712553174	27.7557484711	27.9502178809	
2017/09/04	00:38:35	7.47826595659	7.43562012428	7.479666925	7.37067863027	7.43288191323	7.41010798042	7.38729530347	7.42475069657	27.9322117633	28.4386973431	28.0130758606	28.0522899255	27.7981882245	27.8678220587	27.7534198676	27.9462000854	
2017/09/04	00:39:36	7.47881737148	7.43583808643	7.47988372197	7.37095594896	7.43321866398	7.41022444586	7.38749958786	7.42505749685	27.9314244281	28.4350064111	28.0108140613	28.0500710718	27.7955279858	27.865603205	27.7513656384	27.9439907751	
2017/09/04	00:40:38	7.47837946529	7.43549578498	7.47962020544	7.37068300248	7.43285987794	7.40997509674	7.38732424663	7.42508401876	27.9311786841	28.4340639948	28.0083279907	28.0479524243	27.7915793805	27.8638138068	27.7488270789	27.9406457935	
2017/09/04	00:41:39	7.47830846649	7.43535646548	7.47926177788	7.37067389714	7.43269044751	7.40991823085	7.38720717946	7.42470298117	27.9307826306	28.4322722107	28.0063381799	28.0468000519	27.7885851208	27.8616975452	27.7452816846	27.9342492914	
2017/09/04	00:42:41	7.47760898562	7.43500788173	7.47917742252	7.37029937024	7.4323840247	7.4096043818	7.38679852718	7.42448459234	27.9302505829	28.4291133264	28.0023728735	28.0450321265	27.7873898029	27.8598699731	27.742215849	27.9332472284	
2017/09/04	00:43:43	7.47746382858	7.4346890978	7.47860481386	7.36982259328	7.43166373427	7.40925627576	7.3865252802	7.42387730271	27.9260323749	28.4262073438	28.0005858612	28.0422024915	27.7859034094	27.857042724	27.7379761682	27.9318395685	
2017/09/04	00:44:44	7.47701864552	7.43409762646	7.47823768719	7.36921599518	7.43143323917	7.4088423735	7.38615522303	7.42362567664	27.924746394	28.4242509351	27.9986771698	28.0382920599	27.7847414935	27.8552342389	27.737172132	27.9308923804	
2017/09/04	00:45:46	7.4768524139	7.43399249321	7.47801828793	7.36920758757	7.4314107901	7.40855434643	7.38599505621	7.42379676928	27.9218738135	28.4235017737	27.9970714832	28.035619892	27.7828471173	27.8519417462	27.7356881244	27.930002453	
2017/09/04	00:46:48	7.47671409684	7.43376038549	7.47764533376	7.36874055781	7.43101521627	7.40853062128	7.38588216851	7.42351134898	27.9209433264	28.4218173535	27.9952224384	28.0333533209	27.7798528577	27.8500927014	27.7332855591	27.9257699298	
2017/09/04	00:47:49	7.47662753771	7.43390977092	7.47787541133	7.36919012897	7.43139105689	7.40862754027	7.38611825097	7.42368761353	27.919351955	28.4200207977	27.9936000507	28.0321293726	27.7785072302	27.8487160577	27.7308352765	27.9227160236	
2017/09/04	00:48:51	7.47682957552	7.43382864321	7.47791290148	7.36896590794	7.43136100287	7.40869170532	7.38605098633	7.42344604495	27.917980083	28.4170837988	27.9908658502	28.0313086353	27.7767870221	27.8459412976	27.7281535651	27.9198004974	
2017/09/04	00:49:52	7.47700593025	7.43409972179	7.47823699359	7.36950912878	7.43127502032	7.40872072096	7.38621534734	7.42360572323	27.9169470038	28.4154876556	27.9875041675	28.0296934052	27.7746397443	27.8428850055	27.7252523541	27.9168658844	
