data	hora	H7DC_40_D	H7DC_59_D	H7DC_47_D	H7DC_46_D	H7DC_39_D	H7DC_52_D	H7DC_33_D	H7DC_57_D	H7DC_40_T	H7DC_59_T	H7DC_47_T	H7DC_46_T	H7DC_39_T	H7DC_52_T	H7DC_33_T	H7DC_57_T
2017/09/08	00:00:32	7.53348239939	7.4733054236	7.50005269906	7.37878776282	7.434485888	7.40557682777	7.37893821921	7.41339490379	25.2095875372	25.5722412903	25.1350340509	25.1930320251	24.7915411737	24.7927078613	24.6202194189	24.668922066	
2017/09/08	00:01:35	7.53073620628	7.47065243263	7.49820733501	7.3776526234	7.4343654687	7.40536996715	7.37892474791	7.41380530474	25.2110142841	25.5741786121	25.1355613269	25.1969854022	24.7919968738	24.7950531659	24.6224525879	24.6705015082	
2017/09/08	00:02:37	7.53279060635	7.47181487499	7.49894216214	7.37754747512	7.4337880092	7.40442867223	7.37833941	7.41338680423	25.2123527539	25.5765931067	25.1360217987	25.1984861108	24.7928963446	24.7968330206	24.6227794513	24.6710836591	
2017/09/08	00:03:39	7.53171844029	7.47128465675	7.49889590447	7.37820304465	7.43447675038	7.40563802591	7.37902503591	7.41402763441	25.2139202667	25.5771370837	25.1362914014	25.1974387164	24.7937719568	24.7987822717	24.6239652258	24.6737510553	
2017/09/08	00:04:42	7.5312849937	7.47109632591	7.49871031429	7.37760203553	7.43400530031	7.40479461074	7.37850213164	7.41364090628	25.2155474261	25.5765358459	25.1367327863	25.1983692035	24.7949672748	24.8004380615	24.6251056689	24.6749845471	
2017/09/08	00:05:44	7.53069591955	7.47080343938	7.49854855848	7.37791251583	7.43468906447	7.40551351291	7.37845901793	7.41262353937	25.2178450134	25.5777717236	25.1380784137	25.1981926495	24.7977444208	24.8027046326	24.6268926813	24.679889884	
2017/09/08	00:06:47	7.53115979464	7.47136232117	7.49908767944	7.37810823224	7.43403531871	7.40452994269	7.37798461944	7.41234292103	25.2228815729	25.5789932861	25.1411514069	25.1989036371	24.8011347339	24.8055724414	24.6304142169	24.6832992841	
2017/09/08	00:07:49	7.53184920315	7.47177412782	7.49932765436	7.37831273197	7.43419170808	7.40450613249	7.37781902592	7.41205295592	25.2238621631	25.581386308	25.1440955634	25.1999868195	24.8016333795	24.806581662	24.6327213477	24.6828459698	
2017/09/08	00:08:51	7.53146980047	7.47149864615	7.4989553632	7.37789960549	7.43412679196	7.40440186529	7.37811044954	7.4127597171	25.2247401611	25.5856259888	25.1464671124	25.2016521527	24.8052217194	24.8086573639	24.6348829407	24.6871930145	
2017/09/08	00:09:54	7.53249684703	7.47235006061	7.49983317013	7.37871808941	7.43445272957	7.40566302047	7.37934272133	7.41429414435	25.2261573645	25.5889757422	25.1476505011	25.2029047314	24.8059780383	24.8103036102	24.6363025299	24.6893498358	
2017/09/08	00:10:56	7.53112699641	7.47163320176	7.4994439964	7.37894225138	7.43511828045	7.40651953174	7.37959262841	7.4138874857	25.2296431122	25.5922992511	25.1493850244	25.2040499463	24.8086096466	24.8132024353	24.6385046826	24.6930860992	
2017/09/08	00:11:58	7.53148916915	7.47114315885	7.49853800087	7.37762180259	7.43403420984	7.40553672191	7.37946593564	7.41472228482	25.2320599927	25.5936496503	25.1507592822	25.2059347791	24.810711593	24.8153855011	24.6403919012	24.693706424	
2017/09/08	00:13:01	7.53057972262	7.47080256339	7.49919832407	7.37907310913	7.43518436986	7.40652383099	7.37953269368	7.41401702627	25.2336084186	25.5960903894	25.1519617578	25.206726886	24.8121383398	24.8178047675	24.642574967	24.6944579712	
2017/09/08	00:14:03	7.53269047424	7.47212057269	7.49965240055	7.37827377987	7.43477409308	7.40632760614	7.37986673685	7.41457342538	25.2343623517	25.5974980493	25.1540231445	25.209065033	24.814648269	24.8204363757	24.6443381207	24.6982944409	
2017/09/08	00:15:05	7.53135664697	7.47147346967	7.49935582617	7.37830346455	7.43469973013	7.40594389192	7.37950499899	7.41458325142	25.2360706305	25.5999841199	25.1557123364	25.2116536957	24.8167382861	24.8218798236	24.6449751465	24.6990054285	
2017/09/08	00:16:08	7.53111730607	7.47116975642	7.49890662557	7.37777098499	7.43473468419	7.40587525037	7.37901816229	7.41318806562	25.2369915741	25.6003038257	25.1581650049	25.2135433002	24.8192386719	24.8233781464	24.6456956775	24.697731377	
2017/09/08	00:17:10	7.53170149657	7.47155184817	7.49905535344	7.37790962331	7.4345624348	7.40600589127	7.37934945255	7.41403098964	25.2413720209	25.6054095752	25.1590382312	25.2131090729	24.8198041217	24.8257759399	24.6478453412	24.7065399878	
2017/09/08	00:18:13	7.53057741762	7.47040890282	7.49845476193	7.37759309732	7.4342168533	7.40550019312	7.37918333267	7.4139776767	25.2440537323	25.6054644501	25.1601548157	25.2148793842	24.8213215314	24.8290326447	24.6517366858	24.7085989886	
2017/09/08	00:19:15	7.53273151461	7.47195881488	7.49928758728	7.37766034612	7.43377186666	7.40445905866	7.37845543443	7.41394785571	25.2462081677	25.606309046	25.1606224451	25.2146407977	24.8224834473	24.8304069025	24.6540032568	24.7083604022	
2017/09/08	00:20:18	7.53109497441	7.47095423487	7.49856479626	7.37761864209	7.43385853282	7.40442774582	7.37797906853	7.41255430627	25.2471314972	25.6055050098	25.1614956714	25.2152491931	24.8238505475	24.8313350037	24.6555135089	24.7083556305	
2017/09/08	00:21:20	7.53097059884	7.47057036585	7.49835821654	7.37755054279	7.43383031092	7.4046419303	7.37813652133	7.41285902216	25.2480906146	25.6060752313	25.1615744049	25.2158098712	24.8247046869	24.8326400714	24.6571335107	24.7098038501	
2017/09/08	00:22:22	7.53019278714	7.4703993381	7.49885488816	7.37805079622	7.43484515451	7.40565247631	7.37882815638	7.41345778341	25.2508534454	25.6082964709	25.1622424469	25.2169049829	24.8276225989	24.8341479376	24.6590827618	24.7127527783	
2017/09/08	00:23:25	7.53037719932	7.47080548954	7.49866338653	7.37773458348	7.43433004992	7.40568442225	7.37884113112	7.41336743275	25.254429856	25.6104938519	25.1637646283	25.2184581805	24.8292879321	24.8368845239	24.6611632355	24.7167801172	
