data	hora	H7DC_40_D	H7DC_59_D	H7DC_47_D	H7DC_46_D	H7DC_39_D	H7DC_52_D	H7DC_33_D	H7DC_57_D	H7DC_40_T	H7DC_59_T	H7DC_47_T	H7DC_46_T	H7DC_39_T	H7DC_52_T	H7DC_33_T	H7DC_57_T
2017/09/03	00:00:21	7.50513825682	7.45273719403	7.48832858609	7.36926847328	7.42636314545	7.39699513748	7.37269039068	7.40831750217	26.9029379932	27.402287453	26.9030906885	26.9316924292	26.7531558209	26.8685290588	26.7693725403	26.9519484167	
2017/09/03	00:01:22	7.50429341272	7.45205563203	7.48760570476	7.36874410075	7.42561292071	7.39644541172	7.37225805761	7.40806537352	26.9028998193	27.4013569659	26.9029308356	26.9317258313	26.7530269843	26.8692877637	26.7701026147	26.9524208179	
2017/09/03	00:02:24	7.50519654036	7.45213536795	7.48722700035	7.36834985343	7.42554534631	7.39608438968	7.37201851559	7.40799483924	26.9031145471	27.4016265686	26.9031026178	26.9305686871	26.753136734	26.8700440826	26.7703769891	26.9558254462	
2017/09/03	00:03:25	7.50490954156	7.45221437801	7.48736522898	7.36831838895	7.42530631326	7.39584735442	7.37195847887	7.40770853197	26.9030191125	27.4017124597	26.9028258575	26.9311699249	26.7532369403	26.8695215784	26.7705082117	26.9537473584	
2017/09/03	00:04:27	7.50502601166	7.45202856121	7.4872321861	7.36831105905	7.42558252725	7.39657657412	7.37218333883	7.40834372905	26.9030167267	27.4020703394	26.9030477429	26.930800116	26.7536234503	26.8693140082	26.7707611133	26.9577746973	
2017/09/03	00:05:29	7.50373722361	7.45164543922	7.48704070301	7.36829796987	7.42553924053	7.39652967732	7.3722556405	7.40815437879	26.9034080084	27.4042510193	26.903398465	26.9305257416	26.7535137006	26.8692138019	26.7708660913	26.9617757916	
2017/09/03	00:06:30	7.50426928326	7.45163262541	7.48708250075	7.36833711404	7.42570304583	7.39632797366	7.37194753653	7.4079681793	26.9036919263	27.4022969965	26.9033125739	26.930676051	26.7537260425	26.8696623444	26.7714553998	26.9647581219	
2017/09/03	00:07:32	7.50487774187	7.4524536243	7.48794418384	7.36838148618	7.42557773291	7.39586161688	7.3717141509	7.40726886009	26.9035869482	27.4024735504	26.9028091565	26.9305925458	26.7536425372	26.8702731256	26.7722618219	26.961083891	
2017/09/03	00:08:34	7.50391435727	7.45167612234	7.48726165499	7.368343193	7.42575472017	7.39671908114	7.3721592679	7.40802604452	26.9036370514	27.4002976422	26.9026135156	26.9306426489	26.7539550854	26.8708743634	26.7730467712	26.958781532	
2017/09/03	00:09:35	7.5037507233	7.45157286293	7.4874650627	7.36877687956	7.42609025686	7.39679128233	7.3723611963	7.40803830369	26.9037825891	27.4005338428	26.9025657983	26.9304804102	26.7531701361	26.8702421094	26.7720781104	26.9538260919	
2017/09/03	00:10:37	7.5047316507	7.45218503792	7.48726290356	7.36835468154	7.42565674023	7.39657605364	7.37223876538	7.40820352056	26.9040569635	27.4022802954	26.9025944287	26.930132074	26.7537021838	26.8701800769	26.7714124542	26.9533226746	
2017/09/03	00:11:38	7.50446205233	7.45219563719	7.48763629459	7.36849250129	7.42568001795	7.39597731316	7.37188832997	7.40771242471	26.9041905719	27.4016528131	26.9024632062	26.9298791724	26.7531295764	26.869597926	26.7712287427	26.9541028522	
2017/09/03	00:12:40	7.50467091906	7.45189398623	7.48701264849	7.36813741556	7.42544685561	7.39622964042	7.37190431174	7.40773138967	26.9038708661	27.399123797	26.9017641479	26.9295069775	26.7526667188	26.8704854675	26.7712454437	26.9572474213	
2017/09/03	00:13:42	7.50391986747	7.45152924463	7.48683581787	7.36815642097	7.42527864436	7.39605203009	7.37188660209	7.4080865839	26.9035129865	27.3990903949	26.9012655023	26.9284643549	26.7519318726	26.8696170129	26.7704509509	26.9551311597	
2017/09/03	00:14:43	7.5038694666	7.45155359093	7.48704031335	7.36817025182	7.42550169634	7.39627328232	7.37172598052	7.40804715076	26.9035845624	27.3984151953	26.9013132196	26.9284524255	26.7516026233	26.8701156586	26.7705917169	26.9542603192	
