data	hora	H7DC_36_D	H7DC_44_D	H7DC_42_D	H7DC_56_D	H7DC_45_D	H7DC_38_D	H7DC_32_D	H7DC_55_D	H7DC_36_T	H7DC_44_T	H7DC_42_T	H7DC_56_T	H7DC_45_T	H7DC_38_T	H7DC_32_T	H7DC_55_T
2017/09/06	00:00:55	7.42496953614	7.45150047228	7.54963188488	7.43402985888	7.55106372008	7.34704603003	7.62970163169	7.92723863484	24.5243148334	24.330382243	24.302295849	24.221918468	23.5406444727	24.3743799658	24.3067335565	24.2899537732	
2017/09/06	00:01:57	7.42480432078	7.45132608088	7.54932293137	7.43383078201	7.55088090873	7.34691865728	7.62943624444	7.92729957069	24.5263976929	24.3319855438	24.3051469568	24.2245977936	23.5440729596	24.3712902716	24.2972235016	24.2892881171	
2017/09/06	00:03:00	7.42454081615	7.45079832672	7.54933540276	7.43389937135	7.55094471999	7.34715868054	7.62934169954	7.92722504667	24.5277337769	24.3344883154	24.3075041907	24.2267904028	23.5452921362	24.3608473438	24.2847430457	24.2896102087	
2017/09/06	00:04:02	7.42493380677	7.45119053485	7.54928046172	7.43350692771	7.55059496081	7.34653779947	7.6288198491	7.92713078646	24.5283374005	24.3362753278	24.3088832202	24.2280167371	23.5459363196	24.3601816876	24.2845187744	24.2883313855	
2017/09/06	00:05:04	7.42458964444	7.4512504134	7.5490920547	7.43355202697	7.55086439038	7.34675776799	7.62938506085	7.92699224982	24.531071601	24.3382245789	24.3113430463	24.2314380664	23.5482100482	24.3628753284	24.2851367133	24.2884506787	
2017/09/06	00:06:07	7.4249242128	7.45119555067	7.5493291362	7.43378077933	7.55102535825	7.34682227697	7.6296242003	7.92710022679	24.5330447107	24.3410780725	24.3145234033	24.2340338867	23.5504336737	24.3672629327	24.2884816949	24.2885628143	
2017/09/06	00:07:09	7.42439792214	7.45072098466	7.54903516733	7.43340853919	7.5504899372	7.34628917786	7.62852878724	7.92709712946	24.5362417688	24.3450195203	24.3182405798	24.2381089429	23.5531869611	24.3557248932	24.2757268646	24.2890686176	
2017/09/06	00:08:12	7.4244844439	7.4508933397	7.54896266854	7.43358276265	7.55043896359	7.34643676473	7.62892632754	7.92713873015	24.5360914594	24.3453702423	24.319256958	24.239442641	23.5533539716	24.3668024609	24.2871312958	24.2879902069	
2017/09/06	00:09:14	7.42362754812	7.45011077684	7.54806983087	7.43265170522	7.5495321896	7.34516992676	7.62782545645	7.92703468881	24.5348889838	24.3443228479	24.3187010516	24.2391634949	23.5528553259	24.356326131	24.2684046472	24.2868497638	
2017/09/06	00:10:17	7.42373118649	7.45014607494	7.54810549638	7.43254311983	7.54977530008	7.34564415132	7.62817747766	7.92714079899	24.5321547833	24.3422423743	24.3152391626	24.2358137415	23.5524879028	24.3560541425	24.25826711	24.2864560962	
