data	hora	D32	D33	D34	D35	D36	D37	D38	D39	T32	T33	T34	T35	T36	T37	T38	T39
10/08/2015	09:50:00	50.2134380784	0.697030390048	50.2133221614	50.2139713185	50.2142289852	-0.0027163051098	-0.00267439009645	-0.00268614152406	23.6531186104	23.1700181961	23.6962532997	23.4540343285	23.3574438095	-0.24828543663	-0.248060631752	-0.248121929169	
10/08/2015	09:50:07	50.2134130012	0.69748443183	50.213296288	50.2139467436	50.2142058536	-0.00269197441321	-0.00265171875112	-0.00266163954827	23.6535859108	23.1703829765	23.6970162392	23.4543156624	23.3571839333	-0.248403310776	-0.248170733452	-0.248241043091	
