data	hora	D32	D33	D34	D35	D36	D37	D38	D39	T32	T33	T34	T35	T36	T37	T38	T39
24/08/2015	08:41:47	6.40867326491	5.5989203934	5.58651823633	6.44852811811	7.15433212291	6.23980939617	6.19057784218	6.87203476483	25.2007479102	25.2333173431	25.5529515778	24.8107927124	25.0966216364	37.0757025104	25.4497939648	25.0473750122	
24/08/2015	08:41:56	6.40988315443	5.59938869118	5.58713436138	6.44966626333	7.15542486203	6.23528085099	6.19299174349	6.87418068073	25.2008600458	25.2328067682	25.55241953	24.8100888824	25.0960180127	36.6286774396	25.448455495	25.0459935968	
