data	hora	D32	D33	D34	D35	D36	D37	D38	D39	T32	T33	T34	T35	T36	T37	T38	T39
2017/06/20	12:57:34	10.4638125523	10.464591932	10.4694089216	10.4635055306	10.463477081	10.4565204232	10.4620445626	10.459134995	-35.9721054443	-35.9285419489	-35.9978322186	-35.9610326483	-35.8959271844	-35.9790626245	-35.9067852527	-35.9349694672	
2017/06/20	12:57:40	10.4638646345	10.4646377055	10.4694624398	10.4635542808	10.4635179092	10.4565718319	10.4620927069	10.4591902442	-35.9727042963	-35.9288950568	-35.9984811737	-35.9614978918	-35.8960870374	-35.9796328461	-35.9072314093	-35.9356899982	
2017/06/20	12:57:45	10.4638560668	10.4646323046	10.4694567873	10.4635597611	10.4635330746	10.4565674536	10.4620889062	10.4591829996	-35.9719837653	-35.9282962048	-35.9978727783	-35.9613213379	-35.89628745	-35.9790745538	-35.9066945898	-35.9350195703	
2017/06/20	12:58:36	10.0383171111	10.0349443509	10.4694725566	10.4635702109	10.4635200457	10.4565619521	10.4620828086	10.4591934813	22.3491056885	21.5434565894	-36.000022442	-35.9632658173	-35.8973205292	-35.9803963226	-35.9079948859	-35.9369640497	
2017/06/20	13:03:29	10.0396750963	10.0405387992	10.4694672888	10.4635949455	10.4635202749	10.4565929994	10.4621011668	10.4591694846	22.5477694476	22.390963291	-35.9991325146	-35.9635401917	-35.8966429437	-35.980916441	-35.9080235162	-35.9353464337	
2017/06/20	13:03:35	10.0396711397	10.0405462825	10.4694886607	10.4635844047	10.4635142989	10.4565975058	10.462115117	10.4591998434	22.5464047333	22.3912877686	-35.9997576111	-35.9629270245	-35.8962063306	-35.9808878107	-35.908362309	-35.9363222522	
2017/06/20	13:03:41	10.0396570663	10.0405411596	10.4694952961	10.4635992049	10.4635209084	10.4565935687	10.4621106933	10.4591991003	22.5448968671	22.3910992853	-36.000163208	-35.9636499414	-35.8966119275	-35.9808830389	-35.9083384503	-35.9364415454	
2017/06/20	13:03:47	10.0396366955	10.0405313555	10.4694379943	10.4635451486	10.4635019076	10.4565640443	10.4620738589	10.4591516694	22.5441644067	22.3919343378	-35.9985336627	-35.9621444611	-35.8964663898	-35.9803295184	-35.9074986261	-35.9351913525	
2017/06/20	13:03:53	10.0396468313	10.0405515461	10.4694749431	10.463573835	10.4635145442	10.4566098674	10.4621132766	10.4591873778	22.5428187793	22.392070332	-35.9992255634	-35.9625166559	-35.896215874	-35.9813673694	-35.908290733	-35.9358379218	
2017/06/20	13:03:58	10.0396104746	10.0405265159	10.4694408032	10.4635311127	10.4634694977	10.4565687155	10.4620887492	10.4591539256	22.54171651	22.3926477112	-35.9990132214	-35.961970293	-35.8955764624	-35.9808806531	-35.9084482001	-35.9356494385	
