data	hora	D32	D33	D34	D35	D36	D37	D38	D39	T32	T33	T34	T35	T36	T37	T38	T39
2017/05/17	00:00:01	7.46453706488	7.31074935991	7.36365980514	7.34102026845	7.44204949302	7.45618838564	4.63023475079	7.68878619588	24.8457098358	25.4580204248	24.6224000989	24.9528327551	24.4461014313	24.8406374884	-0.0557955378437	24.7415286871	
2017/05/17	00:00:08	7.46582165022	7.31432951233	7.36402843621	7.34089294857	7.44227630585	7.45506176741	4.63025863419	7.68705938557	24.8454139886	25.4582780981	24.6224836041	24.9524247723	24.4463376318	24.8404036737	-0.0558971980286	24.7415931055	
2017/05/17	00:00:15	7.46285613626	7.30834583873	7.36697492207	7.34258390046	7.44048110369	7.45293404991	4.63025741196	7.68735863628	24.8446528979	25.4574740619	24.6219396271	24.9520835938	24.4457841113	24.8402247339	-0.0560012067986	24.7414976709	
2017/05/17	00:00:21	7.4606453814	7.30884862605	7.3655955435	7.34195264233	7.44165830985	7.45467221819	4.63025348202	7.68962860801	24.8441136926	25.4572927362	24.6218608936	24.9528017389	24.4460107684	24.8402605219	-0.0556129819489	24.7413569049	
2017/05/17	00:00:28	7.46504791638	7.31129795152	7.364617033	7.34247295389	7.44154470061	7.45682904875	4.63026564325	7.68926332888	24.8447268597	25.4567988623	24.6216676385	24.9523102509	24.4451208411	24.8398692401	-0.0559919242954	24.7413569049	
2017/05/17	00:00:34	7.46257218689	7.31132111028	7.36645247488	7.34153265924	7.44120489346	7.4550124718	4.63028837888	7.69001922681	24.8438178455	25.4567416016	24.6212859003	24.952412843	24.4456815192	24.8401865601	-0.055570260067	24.741478584	
2017/05/17	00:00:41	7.46100587918	7.31071659726	7.36575678587	7.34139256198	7.43907232841	7.45212188043	4.63027604797	7.68710640895	24.8438679486	25.4567201288	24.620815885	24.9517471869	24.4454357751	24.8397976642	-0.0557449873447	24.7412113672	
2017/05/17	00:00:48	7.46847986698	7.31136420752	7.35829207089	7.33858426765	7.44276728623	7.45510649293	4.63025907099	7.68978219064	24.8432762543	25.4563026025	24.6211260474	24.9517495728	24.445051651	24.8397189307	-0.0558172342968	24.7409083624	
2017/05/17	00:00:54	7.46466987455	7.31463895272	7.36697372106	7.34292882554	7.44212605682	7.45617447368	4.63027513632	7.68941538218	24.8430662982	25.4559542664	24.6208636023	24.9515491602	24.44471763	24.8394039966	-0.0557677276134	24.7405743414	
2017/05/17	00:01:01	7.46463673786	7.31341576731	7.3665938932	7.34265371004	7.44072494265	7.45525868396	4.63028638344	7.68878497398	24.8428634998	25.4558850763	24.6203649567	24.9508023846	24.4443215765	24.8387932153	-0.0559407027721	24.740125799	
2017/05/17	00:01:08	7.46389412182	7.3117849632	7.36569140314	7.34106471761	7.43978570174	7.45706186608	4.63027308738	7.68634842841	24.8428539563	25.4560115271	24.6202313483	24.9499458594	24.4440138	24.8389172803	-0.055622860918	24.7394935449	
2017/05/17	00:01:14	7.46764548148	7.3165923802	7.36538070904	7.34041523223	7.44161599507	7.45448054985	4.63027085403	7.68664166454	24.8426082123	25.4552027191	24.6201096692	24.9501200275	24.4439923273	24.8380774561	-0.0556227118015	24.7392979041	
2017/05/17	00:01:21	7.4682324605	7.31302991141	7.36352045677	7.34190315914	7.44129605916	7.45353363009	4.63026164382	7.6884180062	24.8424531311	25.4549641327	24.6198018927	24.9493112195	24.4438801917	24.8379939508	-0.0557769728374	24.7391022632	
2017/05/17	00:01:28	7.46614784725	7.31161011451	7.36088210303	7.33970035231	7.43899335366	7.45407437127	4.63026695748	7.69048959855	24.8423457672	25.454572851	24.6196635126	24.9486527209	24.443856333	24.8380106519	-0.0559604979897	24.7388135736	
2017/05/17	00:01:34	7.46191215805	7.31125275764	7.36426549318	7.34058967962	7.43998838946	7.45381931718	4.63027329565	7.68891933188	24.8421954578	25.4526617737	24.6192674591	24.9484499225	24.4429902643	24.8379820215	-0.0559005531502	24.7383865039	
2017/05/17	00:01:41	7.46386838739	7.30876165355	7.36514692407	7.34059852022	7.43848527987	7.45263729369	4.63028041608	7.68786836453	24.8421405829	25.4526617737	24.6194893445	24.9479465051	24.4425870532	24.8374786041	-0.0559501343918	24.7383220856	
2017/05/17	00:01:48	7.46756342075	7.31450613916	7.36031489504	7.33939054919	7.44241264405	7.4563599881	4.63027087247	7.68831274939	24.8424412018	25.4523587689	24.6193581219	24.9472021155	24.4429258459	24.8372972784	-0.0558775519276	24.738455694	
2017/05/17	00:01:54	7.46155838282	7.30929052727	7.36722014685	7.34370960171	7.4409687921	7.45362795517	4.63028141045	7.68799532333	24.8421071808	25.4516239227	24.6189119653	24.9473786694	24.442274505	24.836901225	-0.0555514341068	24.7380596405	
2017/05/17	00:02:01	7.46705539729	7.31740001071	7.36777218931	7.33989891777	7.44070035891	7.45549848634	4.63025317826	7.6871232413	24.8418375781	25.4506194739	24.6185206836	24.9464958997	24.4421265814	24.8362737427	-0.0554790380383	24.7373725116	
