data	hora	D40	D41	D42	D43	D44	D45	D46	D47	T40	T41	T42	T43	T44	T45	T46	T47
30/07/2015	08:58:38	-0.053894213431	-0.0538935157849	-0.0538939883496	-0.0538939987592	-0.053891808134	-0.0538966243037	-0.0538939719619	6.50573888407	-3.9705414772e-05	-3.99172949791e-05	-3.98303198814e-05	-3.98538613319e-05	-0.000201522183418	-3.98231267929e-05	-3.90063381195e-05	20.6881737709	
30/07/2015	08:58:44	-0.0538928012944	-0.0538928640513	-0.0538940414374	-0.0538940478947	-0.0538919054737	-0.0538966630473	-0.0538940233241	6.50241746003	-3.98630166054e-05	-3.99022555351e-05	-3.98218178749e-05	-3.98505926132e-05	-0.000201397919655	-3.97936987877e-05	-3.89213252068e-05	20.6873750687	
30/07/2015	08:58:51	-0.0538930983529	-0.0538934383405	-0.0538940664469	-0.0538940619837	-0.0538919079292	-0.0538967314743	-0.0538940739384	6.50031914358	-3.97707843781e-05	-3.97648978233e-05	-3.97930192947e-05	-3.97544360161e-05	-0.000201044654846	-3.97060441971e-05	-3.88748693466e-05	20.6865358353	
30/07/2015	08:58:56	-0.0538946060119	-0.0538950336062	-0.0538940889609	-0.0538941040484	-0.0538919331303	-0.0538967486776	-0.0538940819027	6.49906186097	-3.94594526291e-05	-3.95085000992e-05	-3.97347664833e-05	-3.97275733948e-05	-0.000200965929031	-3.96687173843e-05	-3.88591241837e-05	20.6859064102	
30/07/2015	08:59:02	-0.0538948064563	-0.0538946678859	-0.0538941493845	-0.0538941408496	-0.0538919699285	-0.0538967827557	-0.0538941166752	6.49611138531	-3.9441845417e-05	-3.95543265343e-05	-3.96661520004e-05	-3.96720385551e-05	-0.000200704598427	-3.96465325356e-05	-3.88258218765e-05	20.6840729713	
30/07/2015	08:59:08	-0.053893701389	-0.0538930106645	-0.0538941546687	-0.0538941663809	-0.0538919957183	-0.0539288613175	-0.0538941409648	6.49438446513	-3.96582722664e-05	-3.97537493706e-05	-3.96641564369e-05	-3.96896624565e-05	-0.000200639057159	-3.96484613419e-05	-3.88192510605e-05	20.681848526	
30/07/2015	08:59:14	-0.0538930755641	-0.0538934103024	-0.0538942140747	-0.0538942160426	-0.0538920549038	-0.0539288716834	-0.0538941980017	6.49120349335	-3.96774077415e-05	-3.96761012077e-05	-3.96695613861e-05	-3.96695613861e-05	-0.000200505852699	-3.95910859108e-05	-3.8746175766e-05	20.6801915169	
30/07/2015	08:59:20	-0.0538940754061	-0.0538950345392	-0.053894263521	-0.0538942825684	-0.0538920949228	-0.0539288816098	-0.0538942407878	6.48838447752	-3.94131708145e-05	-3.9370663166e-05	-3.95831990242e-05	-3.95668506622e-05	-0.000200087118149	-3.9520418644e-05	-3.8695127964e-05	20.677716732	
30/07/2015	08:59:26	-0.0538951071386	-0.0538950957316	-0.0538942716428	-0.0538942972097	-0.0538925965474	-0.0539288902509	-0.0538942297683	6.4870184454	-3.92338824272e-05	-3.9320204258e-05	-3.95373153687e-05	-3.95301222801e-05	-3.9990503788e-05	-3.94876146317e-05	-3.8693716526e-05	20.6765270233	
30/07/2015	08:59:32	-0.0538949076306	-0.0538947305069	-0.053894360047	-0.0538943540971	-0.0538927012506	-0.0539288953309	-0.0538943181209	6.48386022877	-3.92831325531e-05	-3.93648767471e-05	-3.94760489464e-05	-3.94937062263e-05	-3.99527812004e-05	-3.94838953018e-05	-3.86487936974e-05	20.6762361526	
30/07/2015	08:59:38	-0.0538935710832	-0.0538931744268	-0.0538943734281	-0.0538943780114	-0.0538927121266	-0.0539289007124	-0.0538943545058	6.48085822043	-3.94111514091e-05	-3.95216679573e-05	-3.94405794144e-05	-3.94412326813e-05	-3.98833060265e-05	-3.94078803062e-05	-3.85904383659e-05	20.6768894196	
30/07/2015	08:59:44	-0.0538934450589	-0.0538938204693	-0.0538943626561	-0.0538943679848	-0.0538927040358	-0.0539289030091	-0.0538943323177	6.47802043525	-3.93566036224e-05	-3.93382930756e-05	-3.94017267227e-05	-3.93736052513e-05	-3.98182988167e-05	-3.93199825287e-05	-3.84325575829e-05	20.6775736809	
30/07/2015	08:59:50	-0.0538953007022	-0.0538952534014	-0.053894485024	-0.0538945059849	-0.0538928197986	-0.0539289289474	-0.053894457531	6.47501764292	-3.90692710876e-05	-3.91130852699e-05	-3.93197345734e-05	-3.93190813065e-05	-3.9757232666e-05	-3.92948842049e-05	-3.848528862e-05	20.6776976585	
30/07/2015	08:59:56	-0.0538946096583	-0.0538937122443	-0.0538945928351	-0.053894596093	-0.0538929249695	-0.0539289411565	-0.0538945503084	6.47117356658	-3.91585183144e-05	-3.93599390984e-05	-3.9299120903e-05	-3.93050050735e-05	-3.97392368317e-05	-3.92670750618e-05	-3.84548568726e-05	20.6778526306	
30/07/2015	09:00:02	-0.053893436169	-0.0538936686171	-0.0538946015606	-0.05389463885	-0.0538929756864	-0.0539289449999	-0.0538945893234	6.46844603295	-3.92663645744e-05	-3.92964458466e-05	-3.92526316643e-05	-3.92676711082e-05	-3.9672472477e-05	-3.9174156189e-05	-3.83593225479e-05	20.6784152985	
30/07/2015	09:00:08	-0.0539369987419	-0.0539369987504	-0.0539369987498	-0.0539369987502	-0.0539369987497	-0.0539369987498	-0.0539369987498	-0.0539369987492	3.81704068184e-15	-2.84603905678e-14	-3.02182388306e-12	-3.01345300674e-12	3.58266091347e-14	2.34379673004e-14	2.27683115005e-12	2.27683115005e-11	
30/07/2015	09:00:14	-0.0534688529409	-0.0534687386007	-0.0534647645356	-0.0534642354462	0.585289741323	6.47227149551	-0.0534632883942	-0.0534631086459	-0.00222081017494	-0.00222175836563	-0.00223039078712	-0.00222887015343	-0.00231900215149	20.6711983681	-0.00220524597168	-0.00223511552811	
30/07/2015	09:00:20	-0.0534685398745	-0.0534676262277	-0.0534651053781	-0.0534646270763	0.584700183634	6.47074877252	-0.0534635260857	-0.0534634259747	-0.00221933889389	-0.00222136616707	-0.00222824907303	-0.00222725176811	-0.00231641888618	20.6764698029	-0.00220361113548	-0.00223420000076	
30/07/2015	09:00:26	-0.053468229248	-0.0534668706211	-0.0534655159039	-0.0534649480049	0.584468622641	6.46857080301	-0.0534638909657	-0.0534638852907	-0.00221923899651	-0.00222111916542	-0.00222692322731	-0.00222628545761	-0.00231587839127	20.6774258614	-0.00220221972466	-0.0022329723835	
30/07/2015	09:00:32	-0.0538890127822	-0.0538881534467	-0.053889034759	-0.0538890650589	5.78144446189	5.76866857205	-0.0538890060201	-0.0538890692118	-0.000220205879211	-0.000221209692955	-0.000220712709427	-0.000220660376549	22.4765586853	20.6876969337	-0.000216341018677	-0.000221003699303	
